,age,gender,child_total,dependants,socstatus_work_fl,socstatus_pens_fl,personal_income,agreement_rk,target,loan_num_total,loan_num_closed
4605,32.0,1.0,1.0,1.0,не работает,пенсионер,14000.0,66892945.0,0.0,5,5.0
4606,32.0,1.0,1.0,1.0,не работает,пенсионер,14000.0,67152702.0,0.0,2,2.0
4607,32.0,1.0,1.0,1.0,не работает,пенсионер,15000.0,61316510.0,0.0,1,1.0
4608,32.0,1.0,1.0,1.0,не работает,пенсионер,15000.0,61383908.0,0.0,1,0.0
4609,32.0,1.0,1.0,1.0,не работает,пенсионер,15000.0,61457594.0,0.0,2,1.0
4610,32.0,1.0,1.0,1.0,не работает,пенсионер,15000.0,61958670.0,0.0,2,0.0
4611,32.0,1.0,1.0,1.0,не работает,пенсионер,15000.0,62035791.0,0.0,2,1.0
4612,32.0,1.0,1.0,1.0,не работает,пенсионер,15000.0,64354130.0,0.0,1,0.0
4613,32.0,1.0,1.0,1.0,не работает,пенсионер,15000.0,64911884.0,0.0,1,0.0
4614,32.0,1.0,1.0,1.0,не работает,пенсионер,15000.0,66848610.0,0.0,1,1.0
4615,32.0,1.0,1.0,1.0,не работает,пенсионер,15000.0,67543545.0,0.0,1,0.0
4616,32.0,1.0,1.0,1.0,не работает,пенсионер,15000.0,74552985.0,0.0,2,1.0
4617,32.0,1.0,1.0,1.0,не работает,пенсионер,16000.0,67066967.0,1.0,1,1.0
4618,32.0,1.0,1.0,1.0,не работает,пенсионер,17000.0,63089055.0,0.0,1,1.0
4619,32.0,1.0,1.0,1.0,не работает,пенсионер,18000.0,61047386.0,0.0,2,2.0
4620,32.0,1.0,1.0,1.0,не работает,пенсионер,18000.0,61148995.0,0.0,1,0.0
4621,32.0,1.0,1.0,1.0,не работает,пенсионер,18000.0,64358001.0,0.0,1,0.0
4622,32.0,1.0,1.0,1.0,не работает,пенсионер,19000.0,62139065.0,0.0,1,0.0
4623,32.0,1.0,1.0,1.0,не работает,пенсионер,20000.0,60111979.0,1.0,1,0.0
4624,32.0,1.0,1.0,1.0,не работает,пенсионер,20000.0,61519206.0,1.0,1,0.0
4625,32.0,1.0,1.0,1.0,не работает,пенсионер,20000.0,62026911.0,0.0,1,0.0
4626,32.0,1.0,1.0,1.0,не работает,пенсионер,20000.0,64374068.0,0.0,1,0.0
4627,32.0,1.0,1.0,1.0,не работает,пенсионер,21000.0,61108370.0,1.0,1,1.0
4628,32.0,1.0,1.0,1.0,не работает,пенсионер,21000.0,67226716.0,0.0,2,2.0
4629,32.0,1.0,1.0,1.0,не работает,пенсионер,22000.0,61937994.0,1.0,1,1.0
4630,32.0,1.0,1.0,1.0,не работает,пенсионер,23000.0,62132968.0,0.0,1,0.0
4631,32.0,1.0,1.0,1.0,не работает,пенсионер,23000.0,62802858.0,0.0,1,0.0
4632,32.0,1.0,1.0,1.0,не работает,пенсионер,25000.0,61371804.0,0.0,1,0.0
4633,32.0,1.0,1.0,1.0,не работает,пенсионер,25000.0,61439396.0,0.0,1,0.0
4634,32.0,1.0,1.0,1.0,не работает,пенсионер,25000.0,67430447.0,0.0,2,1.0
4635,32.0,1.0,1.0,1.0,не работает,пенсионер,25000.0,67446186.0,0.0,1,0.0
4636,32.0,1.0,1.0,1.0,не работает,пенсионер,35000.0,62245098.0,1.0,2,0.0
4637,32.0,1.0,1.0,1.0,не работает,пенсионер,37000.0,64337162.0,0.0,1,1.0
4638,32.0,1.0,1.0,1.0,не работает,пенсионер,40000.0,62389378.0,1.0,1,0.0
4639,32.0,1.0,2.0,0.0,не работает,пенсионер,5000.0,61936374.0,0.0,1,1.0
4640,32.0,1.0,2.0,0.0,не работает,пенсионер,6000.0,62625978.0,1.0,1,0.0
4641,32.0,1.0,2.0,0.0,не работает,пенсионер,8000.0,65204387.0,0.0,1,0.0
4642,32.0,1.0,2.0,0.0,не работает,пенсионер,10000.0,63326133.0,0.0,1,0.0
4643,32.0,1.0,2.0,0.0,не работает,пенсионер,20000.0,66896333.0,1.0,1,0.0
4644,32.0,1.0,2.0,1.0,не работает,пенсионер,14000.0,61844329.0,0.0,1,0.0
4645,32.0,1.0,2.0,2.0,не работает,пенсионер,3500.0,66744580.0,0.0,3,3.0
4646,32.0,1.0,2.0,2.0,не работает,пенсионер,4000.0,61440024.0,0.0,2,1.0
4647,32.0,1.0,2.0,2.0,не работает,пенсионер,4500.0,66753366.0,0.0,2,2.0
4648,32.0,1.0,2.0,2.0,не работает,пенсионер,5000.0,61317319.0,0.0,1,0.0
4649,32.0,1.0,2.0,2.0,не работает,пенсионер,5000.0,61955810.0,0.0,1,1.0
4650,32.0,1.0,2.0,2.0,не работает,пенсионер,5000.0,62082693.0,0.0,1,0.0
4651,32.0,1.0,2.0,2.0,не работает,пенсионер,5000.0,66715573.0,0.0,2,2.0
4652,32.0,1.0,2.0,2.0,не работает,пенсионер,5500.0,60466634.0,1.0,1,1.0
4653,32.0,1.0,2.0,2.0,не работает,пенсионер,5500.0,64346113.0,0.0,1,0.0
4654,32.0,1.0,2.0,2.0,не работает,пенсионер,5500.0,66759593.0,0.0,2,2.0
4655,32.0,1.0,2.0,2.0,не работает,пенсионер,5500.0,74166132.0,0.0,2,2.0
4656,32.0,1.0,2.0,2.0,не работает,пенсионер,5500.0,74193482.0,0.0,1,1.0
4657,32.0,1.0,2.0,2.0,не работает,пенсионер,6000.0,64913361.0,0.0,1,0.0
4658,32.0,1.0,2.0,2.0,не работает,пенсионер,6000.0,66586961.0,0.0,2,2.0
4659,32.0,1.0,2.0,2.0,не работает,пенсионер,7000.0,66899596.0,0.0,1,0.0
4660,32.0,1.0,2.0,2.0,не работает,пенсионер,7000.0,66922765.0,0.0,1,0.0
4661,32.0,1.0,2.0,2.0,не работает,пенсионер,7000.0,74648927.0,0.0,1,1.0
4662,32.0,1.0,2.0,2.0,не работает,пенсионер,7000.0,75202727.0,0.0,2,2.0
4663,32.0,1.0,2.0,2.0,не работает,пенсионер,7500.0,62507451.0,0.0,2,2.0
4664,32.0,1.0,2.0,2.0,не работает,пенсионер,8000.0,61168308.0,0.0,1,0.0
4665,32.0,1.0,2.0,2.0,не работает,пенсионер,8000.0,64559659.0,0.0,1,0.0
4666,32.0,1.0,2.0,2.0,не работает,пенсионер,8800.0,64821377.0,0.0,1,0.0
4667,32.0,1.0,2.0,2.0,не работает,пенсионер,9000.0,59969541.0,0.0,1,0.0
4668,32.0,1.0,2.0,2.0,не работает,пенсионер,9000.0,60052044.0,0.0,1,0.0
4669,32.0,1.0,2.0,2.0,не работает,пенсионер,9000.0,61959317.0,0.0,1,0.0
4670,32.0,1.0,2.0,2.0,не работает,пенсионер,9000.0,62791588.0,0.0,1,0.0
4671,32.0,1.0,2.0,2.0,не работает,пенсионер,10000.0,61834837.0,0.0,2,0.0
4672,32.0,1.0,2.0,2.0,не работает,пенсионер,10000.0,64000679.0,0.0,1,1.0
4673,32.0,1.0,2.0,2.0,не работает,пенсионер,10000.0,64846758.0,0.0,1,0.0
4674,32.0,1.0,2.0,2.0,не работает,пенсионер,10000.0,66669190.0,0.0,4,4.0
4675,32.0,1.0,2.0,2.0,не работает,пенсионер,10000.0,66750754.0,0.0,2,2.0
4676,32.0,1.0,2.0,2.0,не работает,пенсионер,10000.0,67330256.0,0.0,2,1.0
4677,32.0,1.0,2.0,2.0,не работает,пенсионер,10000.0,67440751.0,1.0,1,0.0
4678,32.0,1.0,2.0,2.0,не работает,пенсионер,10000.0,67542024.0,0.0,1,0.0
4679,32.0,1.0,2.0,2.0,не работает,пенсионер,10000.0,73836891.0,1.0,1,0.0
4680,32.0,1.0,2.0,2.0,не работает,пенсионер,10000.0,74657575.0,0.0,2,2.0
4681,32.0,1.0,2.0,2.0,не работает,пенсионер,10500.0,66848581.0,0.0,5,4.0
4682,32.0,1.0,2.0,2.0,не работает,пенсионер,11000.0,61239122.0,1.0,1,0.0
4683,32.0,1.0,2.0,2.0,не работает,пенсионер,11500.0,61256831.0,0.0,1,0.0
4684,32.0,1.0,2.0,2.0,не работает,пенсионер,12000.0,65221932.0,0.0,1,0.0
4685,32.0,1.0,2.0,2.0,не работает,пенсионер,12000.0,66668926.0,0.0,4,4.0
4686,32.0,1.0,2.0,2.0,не работает,пенсионер,12000.0,74553824.0,1.0,3,2.0
4687,32.0,1.0,2.0,2.0,не работает,пенсионер,12700.0,60447085.0,0.0,1,0.0
4688,32.0,1.0,2.0,2.0,не работает,пенсионер,14000.0,61468086.0,0.0,1,0.0
4689,32.0,1.0,2.0,2.0,не работает,пенсионер,14000.0,62139513.0,0.0,1,0.0
4690,32.0,1.0,2.0,2.0,не работает,пенсионер,14000.0,62171799.0,1.0,1,0.0
4691,32.0,1.0,2.0,2.0,не работает,пенсионер,15000.0,62143679.0,0.0,1,0.0
4692,32.0,1.0,2.0,2.0,не работает,пенсионер,15000.0,62237587.0,0.0,2,1.0
4693,32.0,1.0,2.0,2.0,не работает,пенсионер,15000.0,62605018.0,0.0,1,0.0
4694,32.0,1.0,2.0,2.0,не работает,пенсионер,15000.0,64437168.0,0.0,1,0.0
4695,32.0,1.0,2.0,2.0,не работает,пенсионер,15000.0,67329194.0,0.0,1,0.0
4696,32.0,1.0,2.0,2.0,не работает,пенсионер,15000.0,73835501.0,1.0,1,0.0
4697,32.0,1.0,2.0,2.0,не работает,пенсионер,15000.0,74822864.0,0.0,1,0.0
4698,32.0,1.0,2.0,2.0,не работает,пенсионер,16000.0,62381764.0,0.0,1,0.0
4699,32.0,1.0,2.0,2.0,не работает,пенсионер,17000.0,63598377.0,0.0,1,0.0
4700,32.0,1.0,2.0,2.0,не работает,пенсионер,18000.0,61455891.0,0.0,2,0.0
4701,32.0,1.0,2.0,2.0,не работает,пенсионер,20000.0,61163916.0,1.0,1,0.0
4702,32.0,1.0,2.0,2.0,не работает,пенсионер,20000.0,61249399.0,0.0,1,0.0
4703,32.0,1.0,2.0,2.0,не работает,пенсионер,23000.0,60116606.0,1.0,1,0.0
4704,32.0,1.0,2.0,2.0,не работает,пенсионер,23000.0,62606434.0,0.0,1,0.0
4705,32.0,1.0,2.0,2.0,не работает,пенсионер,30000.0,64422251.0,0.0,1,0.0
4706,32.0,1.0,2.0,2.0,не работает,пенсионер,30000.0,67163288.0,0.0,3,3.0
4707,32.0,1.0,3.0,3.0,не работает,пенсионер,9000.0,61257974.0,0.0,1,0.0
4708,32.0,1.0,3.0,3.0,не работает,пенсионер,9000.0,67090124.0,1.0,2,1.0
4709,32.0,1.0,3.0,3.0,не работает,пенсионер,10000.0,62263715.0,0.0,1,0.0
4710,32.0,1.0,3.0,3.0,не работает,пенсионер,10000.0,64584263.0,1.0,2,1.0
4711,32.0,1.0,3.0,3.0,не работает,пенсионер,12000.0,59910230.0,0.0,1,1.0
4712,32.0,1.0,3.0,3.0,не работает,пенсионер,13000.0,65252990.0,0.0,1,1.0
4713,32.0,1.0,3.0,3.0,не работает,пенсионер,15000.0,63008781.0,0.0,1,0.0
4714,33.0,0.0,0.0,0.0,не работает,пенсионер,5000.0,74558748.0,0.0,3,3.0
4715,33.0,0.0,0.0,0.0,не работает,пенсионер,6500.0,62990018.0,0.0,1,0.0
4716,33.0,0.0,0.0,0.0,не работает,пенсионер,7000.0,63624595.0,1.0,2,1.0
4717,33.0,0.0,0.0,0.0,не работает,пенсионер,8000.0,60389435.0,0.0,1,0.0
4718,33.0,0.0,0.0,0.0,не работает,пенсионер,8000.0,61058093.0,0.0,1,1.0
4719,33.0,0.0,0.0,0.0,не работает,пенсионер,8000.0,63919771.0,0.0,1,0.0
4720,33.0,0.0,0.0,0.0,не работает,пенсионер,9000.0,63898092.0,1.0,1,0.0
4721,33.0,0.0,0.0,0.0,не работает,пенсионер,9500.0,72295847.0,1.0,1,0.0
4722,33.0,0.0,0.0,0.0,не работает,пенсионер,10000.0,60038271.0,0.0,1,1.0
4723,33.0,0.0,0.0,0.0,не работает,пенсионер,10000.0,61291160.0,0.0,1,0.0
4724,33.0,0.0,0.0,0.0,не работает,пенсионер,10000.0,61523494.0,0.0,1,0.0
4725,33.0,0.0,0.0,0.0,не работает,пенсионер,10000.0,61960535.0,0.0,1,1.0
4726,33.0,0.0,0.0,0.0,не работает,пенсионер,10000.0,62017139.0,0.0,2,0.0
4727,33.0,0.0,0.0,0.0,не работает,пенсионер,10000.0,66324981.0,0.0,3,3.0
4728,33.0,0.0,0.0,0.0,не работает,пенсионер,10000.0,74547402.0,0.0,3,3.0
4729,33.0,0.0,0.0,0.0,не работает,пенсионер,12000.0,62263941.0,0.0,4,2.0
4730,33.0,0.0,0.0,0.0,не работает,пенсионер,12000.0,64902248.0,0.0,1,0.0
4731,33.0,0.0,0.0,0.0,не работает,пенсионер,13000.0,61124101.0,0.0,1,1.0
4732,33.0,0.0,0.0,0.0,не работает,пенсионер,13000.0,62368363.0,0.0,1,0.0
4733,33.0,0.0,0.0,0.0,не работает,пенсионер,13000.0,63898475.0,0.0,1,0.0
4734,33.0,0.0,0.0,0.0,не работает,пенсионер,14000.0,64832317.0,0.0,1,0.0
4735,33.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,61161196.0,0.0,1,0.0
4736,33.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,61308405.0,0.0,1,1.0
4737,33.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,62500629.0,0.0,1,1.0
4738,33.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,63908339.0,0.0,1,0.0
4739,33.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,67070116.0,0.0,3,2.0
4740,33.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,74478677.0,0.0,2,2.0
4741,33.0,0.0,0.0,0.0,не работает,пенсионер,16000.0,62073249.0,0.0,1,0.0
4742,33.0,0.0,0.0,0.0,не работает,пенсионер,16100.0,64373951.0,0.0,1,1.0
4743,33.0,0.0,0.0,0.0,не работает,пенсионер,20000.0,63633352.0,0.0,1,1.0
4744,33.0,0.0,0.0,0.0,не работает,пенсионер,20000.0,64465209.0,0.0,1,0.0
4745,33.0,0.0,0.0,0.0,не работает,пенсионер,20000.0,66764485.0,0.0,5,5.0
4746,33.0,0.0,0.0,0.0,не работает,пенсионер,23800.0,74951912.0,0.0,5,3.0
4747,33.0,0.0,0.0,0.0,не работает,пенсионер,25000.0,60390893.0,0.0,1,0.0
4748,33.0,0.0,0.0,0.0,не работает,пенсионер,25000.0,62037914.0,0.0,1,0.0
4749,33.0,0.0,0.0,0.0,не работает,пенсионер,25000.0,62136123.0,0.0,1,0.0
4750,33.0,0.0,0.0,0.0,не работает,пенсионер,25000.0,64420485.0,0.0,1,0.0
4751,33.0,0.0,0.0,0.0,не работает,пенсионер,30000.0,65415433.0,0.0,1,1.0
4752,33.0,0.0,0.0,0.0,не работает,пенсионер,30000.0,67435596.0,0.0,2,1.0
4753,33.0,0.0,0.0,0.0,не работает,пенсионер,35000.0,59930738.0,0.0,1,1.0
4754,33.0,0.0,0.0,0.0,не работает,пенсионер,40000.0,61462378.0,0.0,1,0.0
4755,33.0,0.0,0.0,1.0,не работает,пенсионер,45000.0,60387964.0,0.0,1,0.0
4756,33.0,0.0,1.0,0.0,не работает,пенсионер,3000.0,60444542.0,0.0,1,0.0
4757,33.0,0.0,1.0,0.0,не работает,пенсионер,10000.0,61924070.0,0.0,1,1.0
4758,33.0,0.0,1.0,0.0,не работает,пенсионер,20000.0,64004071.0,0.0,1,0.0
4759,33.0,0.0,1.0,0.0,не работает,пенсионер,23000.0,62779706.0,0.0,1,0.0
4760,33.0,0.0,1.0,0.0,не работает,пенсионер,25000.0,66770570.0,0.0,2,2.0
4761,33.0,0.0,1.0,1.0,не работает,пенсионер,6000.0,60401366.0,0.0,1,0.0
4762,33.0,0.0,1.0,1.0,не работает,пенсионер,6000.0,64365167.0,0.0,2,0.0
4763,33.0,0.0,1.0,1.0,не работает,пенсионер,6000.0,66829192.0,0.0,3,3.0
4764,33.0,0.0,1.0,1.0,не работает,пенсионер,7000.0,61054803.0,0.0,1,1.0
4765,33.0,0.0,1.0,1.0,не работает,пенсионер,7000.0,62024113.0,0.0,1,0.0
4766,33.0,0.0,1.0,1.0,не работает,пенсионер,7000.0,67545801.0,0.0,1,0.0
4767,33.0,0.0,1.0,1.0,не работает,пенсионер,7000.0,74639295.0,0.0,3,3.0
4768,33.0,0.0,1.0,1.0,не работает,пенсионер,7500.0,66674048.0,0.0,2,2.0
4769,33.0,0.0,1.0,1.0,не работает,пенсионер,9000.0,59974976.0,0.0,1,1.0
4770,33.0,0.0,1.0,1.0,не работает,пенсионер,9000.0,60091889.0,1.0,1,0.0
4771,33.0,0.0,1.0,1.0,не работает,пенсионер,10000.0,60102867.0,0.0,1,0.0
4772,33.0,0.0,1.0,1.0,не работает,пенсионер,10000.0,61107290.0,0.0,1,0.0
4773,33.0,0.0,1.0,1.0,не работает,пенсионер,10000.0,62503115.0,0.0,1,1.0
4774,33.0,0.0,1.0,1.0,не работает,пенсионер,10000.0,64002324.0,0.0,3,2.0
4775,33.0,0.0,1.0,1.0,не работает,пенсионер,10000.0,66907806.0,0.0,3,2.0
4776,33.0,0.0,1.0,1.0,не работает,пенсионер,10000.0,72279205.0,1.0,1,0.0
4777,33.0,0.0,1.0,1.0,не работает,пенсионер,10000.0,74478533.0,0.0,2,2.0
4778,33.0,0.0,1.0,1.0,не работает,пенсионер,12000.0,62251242.0,0.0,2,1.0
4779,33.0,0.0,1.0,1.0,не работает,пенсионер,12000.0,66660365.0,0.0,3,3.0
4780,33.0,0.0,1.0,1.0,не работает,пенсионер,12000.0,66781128.0,1.0,3,3.0
4781,33.0,0.0,1.0,1.0,не работает,пенсионер,12000.0,66972134.0,0.0,1,0.0
4782,33.0,0.0,1.0,1.0,не работает,пенсионер,12000.0,74489394.0,0.0,5,4.0
4783,33.0,0.0,1.0,1.0,не работает,пенсионер,12000.0,74653848.0,0.0,1,1.0
4784,33.0,0.0,1.0,1.0,не работает,пенсионер,13000.0,66652617.0,1.0,4,4.0
4785,33.0,0.0,1.0,1.0,не работает,пенсионер,13500.0,67540671.0,0.0,1,0.0
4786,33.0,0.0,1.0,1.0,не работает,пенсионер,14000.0,66975391.0,0.0,1,0.0
4787,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,60091842.0,0.0,1,0.0
4788,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,61063953.0,0.0,1,1.0
4789,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,61103131.0,0.0,1,1.0
4790,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,61925490.0,0.0,2,2.0
4791,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,62138871.0,0.0,1,0.0
4792,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,62179817.0,0.0,1,0.0
4793,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,63996087.0,0.0,1,0.0
4794,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,64599010.0,0.0,1,1.0
4795,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,66857083.0,0.0,3,2.0
4796,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,66891175.0,0.0,2,2.0
4797,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,67156279.0,0.0,1,1.0
4798,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,72271887.0,0.0,2,0.0
4799,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,74478318.0,1.0,2,2.0
4800,33.0,0.0,1.0,1.0,не работает,пенсионер,15000.0,74842509.0,1.0,2,1.0
4801,33.0,0.0,1.0,1.0,не работает,пенсионер,16000.0,61941452.0,0.0,1,1.0
4802,33.0,0.0,1.0,1.0,не работает,пенсионер,16000.0,74481609.0,0.0,1,0.0
4803,33.0,0.0,1.0,1.0,не работает,пенсионер,17000.0,60378375.0,0.0,1,0.0
4804,33.0,0.0,1.0,1.0,не работает,пенсионер,17000.0,61414251.0,0.0,1,0.0
4805,33.0,0.0,1.0,1.0,не работает,пенсионер,17000.0,62018366.0,0.0,1,0.0
4806,33.0,0.0,1.0,1.0,не работает,пенсионер,17000.0,66713297.0,0.0,3,3.0
4807,33.0,0.0,1.0,1.0,не работает,пенсионер,18000.0,61059467.0,0.0,1,1.0
4808,33.0,0.0,1.0,1.0,не работает,пенсионер,18000.0,66760364.0,1.0,2,2.0
4809,33.0,0.0,1.0,1.0,не работает,пенсионер,18000.0,67319516.0,0.0,1,0.0
4810,33.0,0.0,1.0,1.0,не работает,пенсионер,19000.0,61536238.0,0.0,1,0.0
4811,33.0,0.0,1.0,1.0,не работает,пенсионер,19000.0,64283363.0,0.0,1,1.0
4812,33.0,0.0,1.0,1.0,не работает,пенсионер,19000.0,66752489.0,0.0,3,2.0
4813,33.0,0.0,1.0,1.0,не работает,пенсионер,20000.0,61121806.0,0.0,1,1.0
4814,33.0,0.0,1.0,1.0,не работает,пенсионер,20000.0,61919784.0,0.0,2,2.0
4815,33.0,0.0,1.0,1.0,не работает,пенсионер,20000.0,63324836.0,0.0,2,1.0
4816,33.0,0.0,1.0,1.0,не работает,пенсионер,20000.0,73815769.0,0.0,1,0.0
4817,33.0,0.0,1.0,1.0,не работает,пенсионер,21000.0,66717008.0,0.0,2,2.0
4818,33.0,0.0,1.0,1.0,не работает,пенсионер,22000.0,61958931.0,0.0,1,1.0
4819,33.0,0.0,1.0,1.0,не работает,пенсионер,23000.0,62446650.0,0.0,2,0.0
4820,33.0,0.0,1.0,1.0,не работает,пенсионер,24000.0,62508479.0,0.0,1,1.0
4821,33.0,0.0,1.0,1.0,не работает,пенсионер,24000.0,65007064.0,0.0,1,1.0
4822,33.0,0.0,1.0,1.0,не работает,пенсионер,24500.0,67437598.0,0.0,2,1.0
4823,33.0,0.0,1.0,1.0,не работает,пенсионер,25000.0,67067651.0,0.0,2,2.0
4824,33.0,0.0,1.0,1.0,не работает,пенсионер,25000.0,67231160.0,0.0,2,1.0
4825,33.0,0.0,1.0,1.0,не работает,пенсионер,25000.0,73822653.0,0.0,2,2.0
4826,33.0,0.0,1.0,1.0,не работает,пенсионер,25000.0,75033637.0,0.0,2,1.0
4827,33.0,0.0,1.0,1.0,не работает,пенсионер,28000.0,62263919.0,1.0,4,2.0
4828,33.0,0.0,1.0,1.0,не работает,пенсионер,30000.0,61361766.0,1.0,1,1.0
4829,33.0,0.0,1.0,1.0,не работает,пенсионер,30000.0,62480222.0,1.0,1,1.0
4830,33.0,0.0,1.0,1.0,не работает,пенсионер,30000.0,67413927.0,0.0,7,6.0
4831,33.0,0.0,1.0,1.0,не работает,пенсионер,30000.0,74527213.0,0.0,1,1.0
4832,33.0,0.0,1.0,1.0,не работает,пенсионер,30000.0,74827317.0,0.0,1,0.0
4833,33.0,0.0,1.0,1.0,не работает,пенсионер,40000.0,62502495.0,0.0,1,1.0
4834,33.0,0.0,1.0,1.0,не работает,пенсионер,50000.0,60401807.0,1.0,1,0.0
4835,33.0,0.0,1.0,2.0,не работает,пенсионер,12000.0,62177859.0,0.0,1,0.0
4836,33.0,0.0,1.0,2.0,не работает,пенсионер,13000.0,60190056.0,0.0,1,0.0
4837,33.0,0.0,1.0,2.0,не работает,пенсионер,14000.0,67083166.0,0.0,4,4.0
4838,33.0,0.0,1.0,2.0,не работает,пенсионер,15000.0,61255052.0,0.0,1,0.0
4839,33.0,0.0,1.0,2.0,не работает,пенсионер,20000.0,66839855.0,0.0,5,5.0
4840,33.0,0.0,1.0,2.0,не работает,пенсионер,25000.0,61378249.0,0.0,1,1.0
4841,33.0,0.0,2.0,0.0,не работает,пенсионер,15000.0,66845456.0,1.0,2,2.0
4842,33.0,0.0,2.0,1.0,не работает,пенсионер,20000.0,61164520.0,0.0,1,1.0
4843,33.0,0.0,2.0,1.0,не работает,пенсионер,37000.0,66897482.0,0.0,1,0.0
4844,33.0,0.0,2.0,2.0,не работает,пенсионер,5000.0,66531092.0,0.0,7,7.0
4845,33.0,0.0,2.0,2.0,не работает,пенсионер,5600.0,74663545.0,0.0,2,1.0
4846,33.0,0.0,2.0,2.0,не работает,пенсионер,6000.0,61315360.0,0.0,1,0.0
4847,33.0,0.0,2.0,2.0,не работает,пенсионер,6000.0,64890377.0,1.0,1,0.0
4848,33.0,0.0,2.0,2.0,не работает,пенсионер,6000.0,72288243.0,1.0,1,0.0
4849,33.0,0.0,2.0,2.0,не работает,пенсионер,7000.0,74026385.0,0.0,1,1.0
4850,33.0,0.0,2.0,2.0,не работает,пенсионер,7500.0,61424255.0,0.0,2,1.0
4851,33.0,0.0,2.0,2.0,не работает,пенсионер,7800.0,62016020.0,0.0,1,0.0
4852,33.0,0.0,2.0,2.0,не работает,пенсионер,8000.0,64432687.0,0.0,1,0.0
4853,33.0,0.0,2.0,2.0,не работает,пенсионер,8000.0,64437097.0,0.0,1,0.0
4854,33.0,0.0,2.0,2.0,не работает,пенсионер,8600.0,66976246.0,0.0,1,0.0
4855,33.0,0.0,2.0,2.0,не работает,пенсионер,9000.0,61527265.0,0.0,1,0.0
4856,33.0,0.0,2.0,2.0,не работает,пенсионер,9000.0,66766831.0,0.0,1,1.0
4857,33.0,0.0,2.0,2.0,не работает,пенсионер,10000.0,61375199.0,0.0,4,0.0
4858,33.0,0.0,2.0,2.0,не работает,пенсионер,10000.0,61871427.0,1.0,1,1.0
4859,33.0,0.0,2.0,2.0,не работает,пенсионер,10000.0,62441052.0,0.0,1,0.0
4860,33.0,0.0,2.0,2.0,не работает,пенсионер,10000.0,64277023.0,0.0,1,1.0
4861,33.0,0.0,2.0,2.0,не работает,пенсионер,10000.0,64437814.0,0.0,1,1.0
4862,33.0,0.0,2.0,2.0,не работает,пенсионер,10000.0,64888324.0,0.0,1,0.0
4863,33.0,0.0,2.0,2.0,не работает,пенсионер,10000.0,66851277.0,0.0,1,1.0
4864,33.0,0.0,2.0,2.0,не работает,пенсионер,10000.0,66899574.0,0.0,3,3.0
4865,33.0,0.0,2.0,2.0,не работает,пенсионер,10000.0,74999477.0,0.0,3,2.0
4866,33.0,0.0,2.0,2.0,не работает,пенсионер,11000.0,66197493.0,1.0,1,0.0
4867,33.0,0.0,2.0,2.0,не работает,пенсионер,12000.0,60460765.0,0.0,1,0.0
4868,33.0,0.0,2.0,2.0,не работает,пенсионер,12000.0,74944653.0,0.0,1,1.0
4869,33.0,0.0,2.0,2.0,не работает,пенсионер,12500.0,61354942.0,0.0,1,0.0
4870,33.0,0.0,2.0,2.0,не работает,пенсионер,12800.0,65203937.0,1.0,1,0.0
4871,33.0,0.0,2.0,2.0,не работает,пенсионер,15000.0,61112669.0,0.0,1,1.0
4872,33.0,0.0,2.0,2.0,не работает,пенсионер,15000.0,61370018.0,0.0,1,0.0
4873,33.0,0.0,2.0,2.0,не работает,пенсионер,15000.0,63633246.0,0.0,2,2.0
4874,33.0,0.0,2.0,2.0,не работает,пенсионер,15000.0,65203781.0,0.0,1,0.0
4875,33.0,0.0,2.0,2.0,не работает,пенсионер,15000.0,66759258.0,0.0,2,2.0
4876,33.0,0.0,2.0,2.0,не работает,пенсионер,15000.0,74650150.0,0.0,5,4.0
4877,33.0,0.0,2.0,2.0,не работает,пенсионер,15000.0,74831422.0,0.0,1,0.0
4878,33.0,0.0,2.0,2.0,не работает,пенсионер,15000.0,75028082.0,0.0,3,3.0
4879,33.0,0.0,2.0,2.0,не работает,пенсионер,16000.0,63604271.0,0.0,1,1.0
4880,33.0,0.0,2.0,2.0,не работает,пенсионер,17000.0,61228831.0,0.0,1,0.0
4881,33.0,0.0,2.0,2.0,не работает,пенсионер,17000.0,66927566.0,1.0,2,1.0
4882,33.0,0.0,2.0,2.0,не работает,пенсионер,20000.0,62485127.0,1.0,1,1.0
